article_id,probability
1,0.4852119982242584
2,0.46079495549201965
3,0.4857196807861328
4,0.6151447892189026
5,0.3361138105392456
6,0.46148863434791565
7,0.5174283385276794
8,0.5625351667404175
9,0.4194400906562805
10,0.3719325065612793
11,0.42410793900489807
12,0.4595310688018799
13,0.4093407988548279
14,0.6161492466926575
15,0.3427480161190033
16,0.47662609815597534
17,0.4419812560081482
18,0.4591726064682007
19,0.281621515750885
20,0.35995811223983765
21,0.24445299804210663
22,0.3339197039604187
23,0.3213925063610077
24,0.27143344283103943
25,0.3300835192203522
26,0.34092849493026733
27,0.2791236340999603
28,0.4108327329158783
29,0.3355865180492401
30,0.27819809317588806
31,0.30770885944366455
32,0.3161188066005707
33,0.39807379245758057
34,0.34479501843452454
35,0.2967231273651123
36,0.35488161444664
37,0.2807706892490387
38,0.34345754981040955
39,0.29652053117752075
40,0.2909289002418518
41,0.2832620441913605
42,0.3209191858768463
43,0.2804809808731079
44,0.4758952260017395
45,0.20302054286003113
46,0.43878236413002014
47,0.38204702734947205
48,0.4328794479370117
49,0.38686394691467285
50,0.3610532879829407
51,0.32229849696159363
52,0.2682195007801056
53,0.2712995409965515
54,0.22395050525665283
55,0.21374154090881348
56,0.3224134147167206
57,0.36654800176620483
58,0.304797500371933
59,0.455104798078537
60,0.25265955924987793
61,0.37687280774116516
62,0.22590750455856323
63,0.34292587637901306
64,0.2939123213291168
65,0.26791563630104065
66,0.32824838161468506
67,0.29720282554626465
68,0.3163605332374573
69,0.276837021112442
70,0.3821738064289093
71,0.451186865568161
72,0.33036309480667114
73,0.21079383790493011
74,0.34700918197631836
75,0.38521286845207214
76,0.3749079704284668
77,0.32279616594314575
78,0.35109367966651917
79,0.3362049162387848
80,0.291277676820755
81,0.27174150943756104
82,0.27690014243125916
83,0.324126273393631
84,0.3304784297943115
85,0.32540780305862427
86,0.35376378893852234
87,0.3137139081954956
88,0.24941103160381317
89,0.29020339250564575
90,0.2227625846862793
91,0.32597506046295166
92,0.2238810807466507
93,0.30121996998786926
94,0.3467913568019867
95,0.3647003173828125
96,0.32697179913520813
97,0.3043416440486908
98,0.34706372022628784
99,0.33226585388183594
100,0.32457393407821655
